Prerequisite,Python for Everybody,Introduction to Computer Science and Programming using Python,How to Code - Simple Data,How to Code - Complex Data,"Programming Languages, Part A","Programming Languages, Part B","Programming Languages, Part C",Object-Oriented Design,Design Patterns,Software Architecture,Calculus 1A: Differentiation,Calculus 1B: Integration,Calculus 1C: Coordinate Systems & Infinite Series,Mathematics for Computer Science,The Missing Semester of Your CS Education,Build a Modern Computer from First Principles: From Nand to Tetris,Build a Modern Computer from First Principles: Nand to Tetris Part II,Operating Systems: Three Easy Pieces,Computer Networking: a Top-Down Approach,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms","Graph Search, Shortest Paths, and Data Structures","Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming","Shortest Paths Revisited, NP-Complete Problems and What To Do About Them",Cybersecurity Fundamentals,Principles of Secure Coding,Identifying Security Vulnerabilities,Identifying Security Vulnerabilities in C/C++ Programming or Exploiting and Securing Vulnerabilities in Java Applications,Databases: Modeling and Theory,Databases: Relational Databases and SQL,Databases: Semistructured Data,Machine Learning,Computer Graphics,Software Engineering: Introduction,"Ethics, Technology and Engineering",Intellectual Property Law in Digital Age,Data Privacy Fundamentals,Parallel Programming,Compilers,Introduction to Haskell,Learn Prolog Now!,Software Debugging,Software Testing,Final Project,Intro CS,Intro CS,Core Programming,Core Programming,Core Programming,Core Programming,Core Programming,Core Programming,Core Programming,Core Programming,Core Math,Core Math,Core Math,Core Math,CS Tools,Core Systems,Core Systems,Core Systems,Core Systems,Core Theory,Core Theory,Core Theory,Core Theory,Core Security,Core Security,Core Security,Core Security,Core Applications,Core Applications,Core Applications,Core Applications,Core Applications,Core Applications,Core Ethics,Core Ethics,Core Ethics,Advanced Programming,Advanced Programming,Advanced Programming,Advanced Programming,Advanced Programming,Advanced Programming,Final Project
one of these programming languages,0.596806499358227,0.6718578242785856,0.45032001669125826,0.4563635137714707,0.516684235696964,0.488571605282477,0.4806867484802635,0.22267894605846902,0.43947675725054114,0.473122702569768,0.432284104247205,0.3735350599910928,0.559172627584452,0.6742384936307259,0.6176165284050235,0.7641808740172742,0.7513024867918843,0.5032839926668189,0.4521572855470212,0.3174342629423025,0.4087665980429173,0.509014395206325,0.44437216269432367,0.5115489949791882,0.6740181775929289,0.4801517802244899,0.6178782291582059,0.3960636602549528,0.5227248136122578,0.33456403744695484,0.48428915915706683,0.43881695355372713,0.47106615760595244,0.41913120921572206,0.6293962717349358,0.5105181383332386,0.46253493675161694,0.3413054841706213,0.5785160099095898,0.12952209405556042,0.4493016849375153,0.46277830759367306,0.5077345584288138,0.4568920965225264,0.4568920965225264,0.5437914001369123,0.5437914001369123,0.5437914001369123,0.5437914001369123,0.5437914001369123,0.5437914001369123,0.5437914001369123,0.5437914001369123,0.5259589134523753,0.5259589134523753,0.5259589134523753,0.5259589134523753,0.5140234531374142,0.47442859052832614,0.47442859052832614,0.47442859052832614,0.47442859052832614,0.4985820743106694,0.4985820743106694,0.4985820743106694,0.4985820743106694,0.5153825383138275,0.5153825383138275,0.5153825383138275,0.5153825383138275,0.4799912498635266,0.4799912498635266,0.4799912498635266,0.4799912498635266,0.4799912498635266,0.4799912498635266,0.49989916808580875,0.49989916808580875,0.49989916808580875,0.4374907587202099,0.4374907587202099,0.4374907587202099,0.4374907587202099,0.4374907587202099,0.4374907587202099,0.5077345584288138
 From Nand to Tetris Part I,0.596806499358227,0.6718578242785856,0.45032001669125826,0.4563635137714707,0.516684235696964,0.488571605282477,0.4806867484802635,0.22267894605846902,0.43947675725054114,0.473122702569768,0.432284104247205,0.3735350599910928,0.559172627584452,0.6742384936307259,0.6176165284050235,0.7641808740172742,0.7513024867918843,0.5032839926668189,0.4521572855470212,0.3174342629423025,0.4087665980429173,0.509014395206325,0.44437216269432367,0.5115489949791882,0.6740181775929289,0.4801517802244899,0.6178782291582059,0.3960636602549528,0.5227248136122578,0.33456403744695484,0.48428915915706683,0.43881695355372713,0.47106615760595244,0.41913120921572206,0.6293962717349358,0.5105181383332386,0.46253493675161694,0.3413054841706213,0.5785160099095898,0.12952209405556042,0.4493016849375153,0.46277830759367306,0.5077345584288138,0.4568920965225264,0.4568920965225264,0.5437914001369123,0.5437914001369123,0.5437914001369123,0.5437914001369123,0.5437914001369123,0.5437914001369123,0.5437914001369123,0.5437914001369123,0.5259589134523753,0.5259589134523753,0.5259589134523753,0.5259589134523753,0.5140234531374142,0.47442859052832614,0.47442859052832614,0.47442859052832614,0.47442859052832614,0.4985820743106694,0.4985820743106694,0.4985820743106694,0.4985820743106694,0.5153825383138275,0.5153825383138275,0.5153825383138275,0.5153825383138275,0.4799912498635266,0.4799912498635266,0.4799912498635266,0.4799912498635266,0.4799912498635266,0.4799912498635266,0.49989916808580875,0.49989916808580875,0.49989916808580875,0.4374907587202099,0.4374907587202099,0.4374907587202099,0.4374907587202099,0.4374907587202099,0.4374907587202099,0.5077345584288138
"algorithms, familiarity with C is useful",0.5584053207646872,0.4264778275946153,0.10969149740314729,0.10201809767818157,0.3457459887457623,0.3371639981102139,0.3646904384885467,0.12745813165160388,0.22194768226972494,0.2226766078963465,0.19677798340123376,0.09534881395151994,0.23668541497640783,0.41626616234436337,0.2346161443609983,0.49458387952690236,0.39915018108353745,0.22236505880925214,0.2707141291775374,0.417992408641619,0.3015768783335056,0.42692343043682623,0.30903639557967033,0.18100683635279446,0.47206978157007173,0.27018211084569627,0.37125774015637114,0.4127980165052767,0.35870531655589827,0.24597026905388053,0.11813392731387841,0.11995076875871839,0.26039294504324517,0.38977938591713307,0.31014705176789575,0.1957378834315964,0.24180176019575986,0.2705516086851162,0.31454067120101825,0.03984767561727478,0.16325850952298873,0.20281175683298305,0.3037390571897243,0.14562885575453757,0.14562885575453757,0.17011700514597924,0.17011700514597924,0.17011700514597924,0.17011700514597924,0.17011700514597924,0.17011700514597924,0.17011700514597924,0.17011700514597924,0.19952462754135078,0.19952462754135078,0.19952462754135078,0.19952462754135078,0.22316742426362027,0.12388553025163589,0.12388553025163589,0.12388553025163589,0.12388553025163589,0.1867047238889914,0.1867047238889914,0.1867047238889914,0.1867047238889914,0.19321187048928645,0.19321187048928645,0.19321187048928645,0.19321187048928645,0.15563913875607008,0.15563913875607008,0.15563913875607008,0.15563913875607008,0.15563913875607008,0.15563913875607008,0.1768117518624005,0.1768117518624005,0.1768117518624005,0.207139086422335,0.207139086422335,0.207139086422335,0.207139086422335,0.207139086422335,0.207139086422335,0.3037390571897243
"Graph Search, Shortest Paths, and Data Structures",0.19975805495140625,0.43943145743885365,0.40515348673432944,0.4475123757130989,0.7462271289805343,0.7717087773129138,0.7315806652338946,0.26048269350105435,0.5399568209164599,0.5112493555553947,0.17840251988219089,0.13138353981710094,0.6776442519310315,0.46695341329028817,0.35733580488584354,0.47016766368563495,0.5277332772605057,0.6346147229906973,0.42201457269873266,0.6591327723317147,1.0,0.8237301457066553,0.48250275750820193,0.5436974614237899,0.4347354963916285,0.45457967440404007,0.5930987648138407,0.403585424258735,0.6187228035363137,0.43996182722003846,0.4822097567144079,0.5610904519034215,0.45264614238996975,0.6262478227801008,0.5758821395968527,0.6315008976444056,0.4046367041267163,0.27407655636498235,0.1512564011751644,0.1688507390561754,0.3756713219380268,0.4274904841332277,0.42039613382060204,0.4580616567882452,0.4580616567882452,0.4468729092898598,0.4468729092898598,0.4468729092898598,0.4468729092898598,0.4468729092898598,0.4468729092898598,0.4468729092898598,0.4468729092898598,0.4742319435648978,0.4742319435648978,0.4742319435648978,0.4742319435648978,0.5454032486656836,0.5791837362137435,0.5791837362137435,0.5791837362137435,0.5791837362137435,0.4090556237892371,0.4090556237892371,0.4090556237892371,0.4090556237892371,0.41594435281887404,0.41594435281887404,0.41594435281887404,0.41594435281887404,0.5112372216100612,0.5112372216100612,0.5112372216100612,0.5112372216100612,0.5112372216100612,0.5112372216100612,0.5442764182039305,0.5442764182039305,0.5442764182039305,0.43730040048743607,0.43730040048743607,0.43730040048743607,0.43730040048743607,0.43730040048743607,0.43730040048743607,0.42039613382060204
Object-Oriented Design,0.18090278390586084,0.28255464361279253,0.5391562348053571,0.5627317942432757,0.3207711971789791,0.3665868146824456,0.315624940898843,1.0,0.4286482568505942,0.3935985166105659,0.131450451917276,0.1592745629249276,0.32352340050130307,0.35359908229759385,0.3629970824880777,0.24329949414523894,0.3273780100213548,0.38718859975663245,0.6091029007613958,0.12152260064777495,0.26048269350105435,0.3805087500874036,0.45176701990480633,0.4037379916698466,0.3444771829806919,0.46142553674075176,0.4107636519325687,0.2604197203527938,0.12309201952024176,0.3054296181139389,0.41262498554650207,0.36338860883689267,0.3228097415537077,0.29746011432846786,0.37515086360848515,0.40475805849372215,0.5026723010648483,0.06461947793652988,0.16038348313612272,0.11350780316163751,0.4466143076204487,0.4099499473482356,0.4057027463699878,0.10754160202093911,0.10754160202093911,0.4551480209692078,0.4551480209692078,0.4551480209692078,0.4551480209692078,0.4551480209692078,0.4551480209692078,0.4551480209692078,0.4551480209692078,0.3876511993251051,0.3876511993251051,0.3876511993251051,0.3876511993251051,0.2086983439479519,0.3276040689383465,0.3276040689383465,0.3276040689383465,0.3276040689383465,0.3673714721355853,0.3673714721355853,0.3673714721355853,0.3673714721355853,0.3868959056893207,0.3868959056893207,0.3868959056893207,0.3868959056893207,0.3839499756855337,0.3839499756855337,0.3839499756855337,0.3839499756855337,0.3839499756855337,0.3839499756855337,0.30516960145345007,0.30516960145345007,0.30516960145345007,0.5755033024419342,0.5755033024419342,0.5755033024419342,0.5755033024419342,0.5755033024419342,0.5755033024419342,0.4057027463699878
none,0.37115475173697776,0.17456248977890335,-0.010170914901870758,-0.0007263725036581844,0.0846157490722688,0.03510488924517745,0.12942752718708583,0.11495023650084561,0.10771121540814592,0.2706821066034193,0.30221185917332827,0.2673839690456367,0.13818178822544708,0.1390120472063857,0.07342162638989204,0.038517538865333684,0.019430046717779186,0.04125097849599028,0.19832538723328774,0.09227524634503534,0.05307655933113733,0.03514338256805039,0.013578741730539745,0.10977957221721014,0.08567802228197455,0.08988747848484643,0.024306821018162825,0.22090049593996097,0.04495954468593045,0.15354324997466,0.25167023938413624,0.057514964040538546,0.34823285366931966,0.008983363695571511,0.06164655198478028,-0.005781945530031629,0.25124255631828146,0.24467692490148263,0.28884723001299467,0.1683100431729832,0.3719556720693111,0.2993177402465357,0.16385786455582543,0.201691606542643,0.201691606542643,0.31303003450272887,0.31303003450272887,0.31303003450272887,0.31303003450272887,0.31303003450272887,0.31303003450272887,0.31303003450272887,0.31303003450272887,0.28663304055389305,0.28663304055389305,0.28663304055389305,0.28663304055389305,0.06707524135081472,0.07276515659947479,0.07276515659947479,0.07276515659947479,0.07276515659947479,0.3162754361551647,0.3162754361551647,0.3162754361551647,0.3162754361551647,0.23435720844022245,0.23435720844022245,0.23435720844022245,0.23435720844022245,0.09269825680812782,0.09269825680812782,0.09269825680812782,0.09269825680812782,0.09269825680812782,0.09269825680812782,0.10256626667997144,0.10256626667997144,0.10256626667997144,0.14127480308085527,0.14127480308085527,0.14127480308085527,0.14127480308085527,0.14127480308085527,0.14127480308085527,0.16385786455582543
Basic Java,0.3673133594742584,0.3196644364510174,0.430783751753257,0.44158401170784867,0.469215849836521,0.4595444423782307,0.48763544873033676,0.35741547824816416,0.5543880598985486,0.6438434893759337,0.49804820533055544,0.46576553596103537,0.5383013348197644,0.4273733627082503,0.5391761662992987,0.44756552521194987,0.5099685579856331,0.49177558183629105,0.4844946501055137,0.13754818144973607,0.3885660842321005,0.5294321090081066,0.38337244585907776,0.6377637805659943,0.49531885158766015,0.4538889626803231,0.35674661838573296,0.2473441397987234,0.3773295952716717,0.48766576502609676,0.6211845294141064,0.6586354794090804,0.4222381051460408,0.1377458060423038,0.619688681261088,0.5478229889463501,0.6330957165464125,0.45163729088905236,0.37579941401083145,0.29087180884642144,0.5538306149243161,0.5790501297797098,0.7116215301092853,0.5652783525261252,0.5652783525261252,0.646643493523371,0.646643493523371,0.646643493523371,0.646643493523371,0.646643493523371,0.646643493523371,0.646643493523371,0.646643493523371,0.6450700724356336,0.6450700724356336,0.6450700724356336,0.6450700724356336,0.6478877804284173,0.5825808998102805,0.5825808998102805,0.5825808998102805,0.5825808998102805,0.5905485550189732,0.5905485550189732,0.5905485550189732,0.5905485550189732,0.6628876572782402,0.6628876572782402,0.6628876572782402,0.6628876572782402,0.5659408891489895,0.5659408891489895,0.5659408891489895,0.5659408891489895,0.5659408891489895,0.5659408891489895,0.656814889129313,0.656814889129313,0.656814889129313,0.7199766825161781,0.7199766825161781,0.7199766825161781,0.7199766825161781,0.7199766825161781,0.7199766825161781,0.7116215301092853
Scala programming,0.3186560274228382,0.39346183139825824,0.39038734429325944,0.39608276280600124,0.405917514799745,0.37218684119244233,0.4540196055713757,0.3496995960969998,0.5350864507482415,0.6281428648712591,0.514948168683334,0.5199469028132602,0.4469740005039083,0.3804449447675151,0.4346832191549341,0.2744100299145895,0.39670255047298175,0.3668846723722917,0.4048616284666742,0.0825481144163455,0.27343432647298366,0.32491536307022184,0.21665102214080095,0.491817832401266,0.45282163479135307,0.36963099572978086,0.24640940786317714,0.2232711372135061,0.1945076685221779,0.4170769138350744,0.7462123169940883,0.4899341069882973,0.5247737549523259,0.07612067421946754,0.4643760666233961,0.38090166839883677,0.6591165723694571,0.352988027859134,0.47515772076597945,0.25364583641906147,0.7254182330829506,0.6432573166749878,0.620746539411217,0.5627051891160946,0.5627051891160946,0.7593667336641986,0.7593667336641986,0.7593667336641986,0.7593667336641986,0.7593667336641986,0.7593667336641986,0.7593667336641986,0.7593667336641986,0.6667628684149512,0.6667628684149512,0.6667628684149512,0.6667628684149512,0.4721034784272901,0.4264514718230825,0.4264514718230825,0.4264514718230825,0.4264514718230825,0.6265514465371096,0.6265514465371096,0.6265514465371096,0.6265514465371096,0.6442481285081155,0.6442481285081155,0.6442481285081155,0.6442481285081155,0.4595558622536466,0.4595558622536466,0.4595558622536466,0.4595558622536466,0.4595558622536466,0.4595558622536466,0.4491675758496896,0.4491675758496896,0.4491675758496896,0.630368983209216,0.630368983209216,0.630368983209216,0.630368983209216,0.630368983209216,0.630368983209216,0.620746539411217
high school algebra,0.36999791489085254,0.36706665290251245,0.44140052543857466,0.4276288759729955,0.3337019792104695,0.3574865081694665,0.3489719207448969,0.35761183625127013,0.4908884705667542,0.6015293017011677,0.2505075917015178,0.20984342974029793,0.40894340440872,0.48154930196147566,0.44623097226118935,0.3858242893259123,0.4554242386277171,0.32543417736512226,0.31820556862573635,0.18182301121434216,0.35364521572079655,0.4069887846039743,0.32024292127610515,0.5022875567846725,0.34779170511489205,0.5057480258944265,0.4103481558222392,0.1256337895721527,0.23553626958175766,0.2748284244749465,0.5607169070999802,0.5455592054816306,0.3464415389750672,0.19954629286925912,0.5645470118242394,0.4926771078229775,0.5347696599132582,0.3018613900191416,0.33560439365102906,0.18221908696321334,0.5462358379153139,0.5887223654881876,0.549081480999295,0.5579409018043399,0.5579409018043399,0.5620798404161319,0.5620798404161319,0.5620798404161319,0.5620798404161319,0.5620798404161319,0.5620798404161319,0.5620798404161319,0.5620798404161319,0.5206906683569765,0.5206906683569765,0.5206906683569765,0.5206906683569765,0.47045389591077996,0.4490908206756736,0.4490908206756736,0.4490908206756736,0.4490908206756736,0.5511030844040423,0.5511030844040423,0.5511030844040423,0.5511030844040423,0.5929759350898587,0.5929759350898587,0.5929759350898587,0.5929759350898587,0.4349639642382931,0.4349639642382931,0.4349639642382931,0.4349639642382931,0.4349639642382931,0.4349639642382931,0.4689158442480731,0.4689158442480731,0.4689158442480731,0.5848474524306533,0.5848474524306533,0.5848474524306533,0.5848474524306533,0.5848474524306533,0.5848474524306533,0.549081480999295
"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",0.2731551037620785,0.5880410022244018,0.25214925393472987,0.2787585008058239,0.47273967440548764,0.46877106820096387,0.4552726371979464,0.12152260064777495,0.2034855195112688,0.23265285801243454,0.1335991234132522,0.04432323983039388,0.5745352008844824,0.3897051650561728,0.28662790293654694,0.4272088483083144,0.3812237770995087,0.33530487330311276,0.21178504968208595,1.0,0.6591327723317147,0.6859309408764613,0.45891037492846193,0.22907791019856155,0.31284861759305865,0.3128346623864354,0.5697244921689278,0.5418645567597111,0.5763526851244222,0.1920587049038444,0.19573786853965974,0.17666955006575272,0.26867993185021694,0.7648831915798903,0.30697019407717385,0.23717078058571353,0.2646512158080908,0.09380586233678559,0.26472891628519957,0.20895322089770277,0.2007964440262174,0.22652917381517385,0.27914640111763045,0.13445602217121283,0.13445602217121283,0.23031020750551592,0.23031020750551592,0.23031020750551592,0.23031020750551592,0.23031020750551592,0.23031020750551592,0.23031020750551592,0.23031020750551592,0.2324537624484218,0.2324537624484218,0.2324537624484218,0.2324537624484218,0.21270326421249616,0.2375880187213233,0.2375880187213233,0.2375880187213233,0.2375880187213233,0.21071152288709527,0.21071152288709527,0.21071152288709527,0.21071152288709527,0.20985541595367818,0.20985541595367818,0.20985541595367818,0.20985541595367818,0.20106729376228388,0.20106729376228388,0.20106729376228388,0.20106729376228388,0.20106729376228388,0.20106729376228388,0.22349550096599569,0.22349550096599569,0.22349550096599569,0.25572255446578995,0.25572255446578995,0.25572255446578995,0.25572255446578995,0.25572255446578995,0.25572255446578995,0.27914640111763045
Python,0.15464365866357999,0.08671291301729558,0.37881065577125245,0.35907335402420726,0.26397806579984434,0.2963668261898873,0.2738016022423887,0.7467997347766162,0.2369947849090726,0.19034413358248256,0.25240754021967354,0.3029172204249945,0.1883647490520506,0.15929905857730184,0.14463340419164736,0.0362218708249701,0.12387463685356488,0.37503701931759553,0.5439817967410377,0.08930109466739551,0.22021317096167295,0.3476663381815591,0.24355072480358136,0.24960723296715234,0.21875797809050446,0.23401150057917966,0.14477772338787667,0.4076017700025534,0.17696779624859435,0.4259652594124563,0.26492366732558353,0.22461155094459528,0.342555048544354,0.25171453411471173,0.1032866929269628,0.18634598812891096,0.3553280393321264,0.05160318088478537,0.01539714848288636,-0.05303786128420908,0.33406066488940345,0.2465321868392835,0.24323559122202862,0.0071391197190763854,0.0071391197190763854,0.2944275512306827,0.2944275512306827,0.2944275512306827,0.2944275512306827,0.2944275512306827,0.2944275512306827,0.2944275512306827,0.2944275512306827,0.2104955919505009,0.2104955919505009,0.2104955919505009,0.2104955919505009,0.08334331724188458,0.11850972908511699,0.11850972908511699,0.11850972908511699,0.11850972908511699,0.20539717664527557,0.20539717664527557,0.20539717664527557,0.20539717664527557,0.20703529647217925,0.20703529647217925,0.20703529647217925,0.20703529647217925,0.2216560560843104,0.2216560560843104,0.2216560560843104,0.2216560560843104,0.2216560560843104,0.2216560560843104,0.14108151834386928,0.14108151834386928,0.14108151834386928,0.3927253476309301,0.3927253476309301,0.3927253476309301,0.3927253476309301,0.3927253476309301,0.3927253476309301,0.24323559122202862
 object-oriented programming,0.15464365866357999,0.08671291301729558,0.37881065577125245,0.35907335402420726,0.26397806579984434,0.2963668261898873,0.2738016022423887,0.7467997347766162,0.2369947849090726,0.19034413358248256,0.25240754021967354,0.3029172204249945,0.1883647490520506,0.15929905857730184,0.14463340419164736,0.0362218708249701,0.12387463685356488,0.37503701931759553,0.5439817967410377,0.08930109466739551,0.22021317096167295,0.3476663381815591,0.24355072480358136,0.24960723296715234,0.21875797809050446,0.23401150057917966,0.14477772338787667,0.4076017700025534,0.17696779624859435,0.4259652594124563,0.26492366732558353,0.22461155094459528,0.342555048544354,0.25171453411471173,0.1032866929269628,0.18634598812891096,0.3553280393321264,0.05160318088478537,0.01539714848288636,-0.05303786128420908,0.33406066488940345,0.2465321868392835,0.24323559122202862,0.0071391197190763854,0.0071391197190763854,0.2944275512306827,0.2944275512306827,0.2944275512306827,0.2944275512306827,0.2944275512306827,0.2944275512306827,0.2944275512306827,0.2944275512306827,0.2104955919505009,0.2104955919505009,0.2104955919505009,0.2104955919505009,0.08334331724188458,0.11850972908511699,0.11850972908511699,0.11850972908511699,0.11850972908511699,0.20539717664527557,0.20539717664527557,0.20539717664527557,0.20539717664527557,0.20703529647217925,0.20703529647217925,0.20703529647217925,0.20703529647217925,0.2216560560843104,0.2216560560843104,0.2216560560843104,0.2216560560843104,0.2216560560843104,0.2216560560843104,0.14108151834386928,0.14108151834386928,0.14108151834386928,0.3927253476309301,0.3927253476309301,0.3927253476309301,0.3927253476309301,0.3927253476309301,0.3927253476309301,0.24323559122202862
C-like programming language,0.17740922470022952,0.31937692029411835,0.4745045765976851,0.4851927345081552,0.3731876271880879,0.38087594488939147,0.36381039815242855,0.6442008823340021,0.24788435183363644,0.39244751272159367,0.34482764701557667,0.3096687297309815,0.32361608395768476,0.34616232288750276,0.3722706274454073,0.24819110050482865,0.3477594862879728,0.19494295143925064,0.554511944690863,0.11429315413106694,0.21579481572224898,0.30781619682259415,0.3685257573389414,0.40198502775341305,0.2834719857771317,0.38274070874660565,0.3908988320401649,0.21306331601349715,0.07246629725547583,0.11822843416718029,0.398923831558563,0.36138474061863934,0.3342220968381148,0.32064635796491503,0.3681602856598449,0.341169301112564,0.42929275622070284,0.1376963835260948,0.3198115033559,0.19146789216960758,0.4441781159336292,0.3323414860414667,0.45955507720371414,0.2722362499848631,0.2722362499848631,0.40769496501821995,0.40769496501821995,0.40769496501821995,0.40769496501821995,0.40769496501821995,0.40769496501821995,0.40769496501821995,0.40769496501821995,0.4131050658568369,0.4131050658568369,0.4131050658568369,0.4131050658568369,0.24337494644365554,0.2280651147975281,0.2280651147975281,0.2280651147975281,0.2280651147975281,0.32952571593343577,0.32952571593343577,0.32952571593343577,0.32952571593343577,0.4153641658715452,0.4153641658715452,0.4153641658715452,0.4153641658715452,0.34501601753688327,0.34501601753688327,0.34501601753688327,0.34501601753688327,0.34501601753688327,0.34501601753688327,0.263787431060653,0.263787431060653,0.263787431060653,0.43710292024685843,0.43710292024685843,0.43710292024685843,0.43710292024685843,0.43710292024685843,0.43710292024685843,0.45955507720371414
